City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
547,yelizovo,53.1873,158.3805,23.08,46,40,2.0,RU,Tue Aug  8 21:59:16 2023
548,mchinji,-13.7984,32.8802,11.18,72,0,1.54,MW,Tue Aug  8 21:59:17 2023
549,tralee,52.2704,-9.7026,16.24,97,99,2.06,IE,Tue Aug  8 21:59:17 2023
550,nabire,-3.3667,135.4833,30.01,62,95,2.29,ID,Tue Aug  8 21:55:12 2023
551,sinj,43.7036,16.6394,17.94,58,6,2.42,HR,Tue Aug  8 21:59:18 2023
552,atamyrat,37.8357,65.2106,30.21,23,0,4.8,TM,Tue Aug  8 21:59:18 2023
553,jabat,7.75,168.9751,28.41,77,100,4.68,MH,Tue Aug  8 21:59:19 2023
554,rye,40.9807,-73.6837,23.84,71,40,7.72,US,Tue Aug  8 21:59:19 2023
555,phang nga,8.4509,98.5298,29.02,80,100,1.28,TH,Tue Aug  8 21:59:19 2023
556,san antonio de pale,-1.4014,5.6325,23.26,79,30,6.02,GQ,Tue Aug  8 21:59:20 2023
557,le vauclin,14.5452,-60.8388,27.03,94,20,1.03,MQ,Tue Aug  8 21:59:20 2023
558,dryden,49.7833,-92.7503,16.16,82,20,3.09,CA,Tue Aug  8 21:59:20 2023
559,alaghsas,17.0187,8.0168,29.11,54,43,3.55,NE,Tue Aug  8 21:59:21 2023
560,yarmouth,41.7057,-70.2286,23.26,88,75,4.63,US,Tue Aug  8 21:55:17 2023
561,inirida,3.8653,-67.9239,23.22,98,97,1.34,CO,Tue Aug  8 21:59:21 2023
562,taoudenni,22.6783,-3.9836,36.56,12,0,6.11,ML,Tue Aug  8 21:59:22 2023
563,kibre mengist,5.8833,38.9833,15.5,83,100,1.25,ET,Tue Aug  8 21:59:22 2023
564,mount pleasant,32.7941,-79.8626,30.08,74,40,3.09,US,Tue Aug  8 21:57:06 2023
565,grand falls-windsor,48.9332,-55.6649,10.84,91,92,1.2,CA,Tue Aug  8 21:55:15 2023
566,barreiras,-12.1528,-44.99,22.55,45,0,1.48,BR,Tue Aug  8 21:59:23 2023
567,kingscliff,-28.2667,153.5667,21.64,52,75,6.17,AU,Tue Aug  8 21:59:23 2023
568,porbandar,21.6422,69.6093,27.24,82,100,8.43,IN,Tue Aug  8 21:49:49 2023
569,zaragoza,41.6561,-0.8773,23.25,71,0,0.45,ES,Tue Aug  8 21:59:24 2023
570,policoro,40.2115,16.6726,19.12,51,0,2.62,IT,Tue Aug  8 21:59:25 2023
571,sao joao da barra,-21.6403,-41.0511,21.35,87,26,5.39,BR,Tue Aug  8 21:59:25 2023
572,san juan de uraba,8.7592,-76.5297,26.98,90,69,3.12,CO,Tue Aug  8 21:59:26 2023
573,antofagasta,-23.65,-70.4,16.6,69,30,2.78,CL,Tue Aug  8 21:59:04 2023
574,gadzhiyevo,69.2551,33.3362,16.27,78,0,4.37,RU,Tue Aug  8 21:59:26 2023
575,pocatello,42.8713,-112.4455,22.95,50,0,4.12,US,Tue Aug  8 21:54:28 2023
576,gamba,-2.65,10.0,20.29,93,21,2.12,GA,Tue Aug  8 21:59:27 2023
577,sanibel,26.449,-82.0223,32.23,77,11,0.45,US,Tue Aug  8 21:59:27 2023
578,harrismith,-28.2728,29.1295,4.9,62,24,2.79,ZA,Tue Aug  8 21:59:28 2023
579,krasnokamensk,50.0979,118.0369,22.67,46,7,3.16,RU,Tue Aug  8 21:59:28 2023
580,novoagansk,61.9449,76.6625,19.59,52,42,3.67,RU,Tue Aug  8 21:59:28 2023
581,nacala,-14.5428,40.6728,18.17,83,0,3.23,MZ,Tue Aug  8 21:59:29 2023
582,turochak,52.2576,87.1224,22.0,63,29,0.31,RU,Tue Aug  8 21:59:29 2023
583,suixi,33.8907,116.7747,30.42,62,6,2.81,CN,Tue Aug  8 21:59:30 2023
584,benguela,-12.5763,13.4055,18.85,92,9,1.4,AO,Tue Aug  8 21:59:30 2023
585,razole,16.4833,81.8333,29.51,66,100,2.11,IN,Tue Aug  8 21:59:30 2023
